Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
4.1,Li2.4Y0.4Zr0.6Cl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li2.4Y0.4Zr0.6Cl6 -> 0.08571 Li2ZrF6 + 0.1714 YZrF7 + 0.8571 LiFeCl4 + 0.2857 FeCl3,-0.0814
4.1,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 Fe2(ClF)3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.2927 LiFeCl4 + 0.9756 FeCl3,-0.0709
4.2,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 Fe2(ClF)3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 -> 0.6957 Li + 0.2609 LiYF4 + 0.6957 FeCl4 + 0.3913 ZrCl4 + 0.6087 LiCl,-0.0643
4.2,Li2.4Y0.4Zr0.6Cl6,0.4828,0.4828 Fe2(ClF)3 + 0.5172 Li2.4Y0.4Zr0.6Cl6 -> 0.9655 Li + 0.2069 YZrF7 + 0.9655 FeCl4 + 0.1034 ZrCl4 + 0.2759 LiCl,-0.0852
4.2,Li2.4Y0.4Zr0.6Cl6,0.5263,0.5263 Fe2(ClF)3 + 0.4737 Li2.4Y0.4Zr0.6Cl6 -> 1.053 Li + 0.04211 Li2ZrF6 + 0.1895 YZrF7 + 1.053 FeCl4 + 0.05263 ZrCl4,-0.0914
4.2,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 -> 1.091 Li + 0.1364 YZrF7 + 1.091 FeCl4 + 0.04545 YZr3F15,-0.0931
4.2,Li2.4Y0.4Zr0.6Cl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li2.4Y0.4Zr0.6Cl6 -> 0.8571 Li + 0.08571 Li2ZrF6 + 0.1714 YZrF7 + 0.8571 FeCl4 + 0.2857 FeCl3,-0.0881
1.0,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.0,Li3ScCl6,0.3333,0.3333 Fe2(ClF)3 + 0.6667 Li3ScCl6 + 3 Li -> 0.3333 ScFe2 + 5 LiCl + 0.3333 ScF3,-0.5438
1.0,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.7648
1.0,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-1.3255
1.1,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.1,Li3ScCl6,0.3333,0.3333 Fe2(ClF)3 + 0.6667 Li3ScCl6 + 3 Li -> 0.3333 ScFe2 + 5 LiCl + 0.3333 ScF3,-0.5029
1.1,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.7248
1.1,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-1.2505
1.2,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.2,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.6848
1.2,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-1.1755
1.3,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.3,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.6448
1.3,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-1.1005
1.4,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.4,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.6048
1.4,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-1.0255
1.5,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.5,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.5648
1.5,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.9505
1.6,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.6,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.5248
1.6,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.8755
1.7,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.7,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.4848
1.7,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.8005
1.8,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.8,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.4448
1.8,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.7255
1.9,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
1.9,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.4048
1.9,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.6505
2.0,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.0,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.3648
2.0,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.5755
2.1,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.1,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.3248
2.1,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.5005
2.2,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.2,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.2848
2.2,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.4255
2.3,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.3,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.2448
2.3,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.3505
2.4,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.4,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.2048
2.4,Li3ScCl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 3 LiCl + 2 Fe,-0.2755
2.5,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.5,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + 3 Li -> 4.5 LiCl + Fe + 0.5 ScF3,-0.1648
2.5,Li3ScCl6,1.0000,Fe2(ClF)3 + 3 Li -> 1.5 FeF2 + 3 LiCl + 0.5 Fe,-0.2216
2.6,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.6,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + Li -> FeCl2 + 0.5 ScF3 + 2.5 LiCl,-0.1287
2.6,Li3ScCl6,1.0000,Fe2(ClF)3 + 2 Li -> 0.5 FeCl2 + 1.5 FeF2 + 2 LiCl,-0.186
2.7,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.7,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 + Li -> FeCl2 + 0.5 ScF3 + 2.5 LiCl,-0.1154
2.7,Li3ScCl6,1.0000,Fe2(ClF)3 + 2 Li -> 0.5 FeCl2 + 1.5 FeF2 + 2 LiCl,-0.161
2.8,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.8,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
2.8,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + 1.5 FeF2 + LiCl,-0.1362
2.9,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
2.9,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
2.9,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + 1.5 FeF2 + LiCl,-0.1174
3.0,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.0,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.0,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + 1.5 FeF2 + LiCl,-0.0987
3.1,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.1,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.1,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.1,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.25 Li -> 0.75 LiFeCl4 + 1.25 FeF2 + 0.5 LiF,-0.0806
3.2,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.2,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.2,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.2,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.25 Li -> 0.75 LiFeCl4 + 1.25 FeF2 + 0.5 LiF,-0.065
3.3,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.3,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.3,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.3,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.3,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.0501
3.4,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.4,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.4,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.4,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.4,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.036
3.5,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.5,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.5,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.5,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.5,Li3ScCl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.022
3.6,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.6,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.6,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.6,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.6,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 + 0.1667 Li -> 0.1667 LiFe2F6 + LiFeCl4 + 0.3333 ScF3,-0.0773
3.6,Li3ScCl6,1.0000,Fe2(ClF)3 + Li -> 0.25 LiFe2F6 + 0.75 LiFeCl4 + 0.75 FeF2,-0.0081
3.7,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.7,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.7,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.7,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.7,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> 0.3333 FeF3 + LiFeCl4 + 0.3333 ScF3,-0.0754
3.8,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.8,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.8,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.8,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.8,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> 0.3333 FeF3 + LiFeCl4 + 0.3333 ScF3,-0.0754
3.9,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
3.9,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
3.9,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
3.9,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
3.9,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> 0.3333 FeF3 + LiFeCl4 + 0.3333 ScF3,-0.0754
4.0,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
4.0,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
4.0,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
4.0,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
4.0,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> 0.3333 FeF3 + LiFeCl4 + 0.3333 ScF3,-0.0754
4.1,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
4.1,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> LiFeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1025
4.1,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 LiFeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1007
4.1,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 0.07143 Li3FeF6 + 1.071 LiFeCl4 + 0.4286 ScF3,-0.0981
4.1,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> LiFeCl4 + 0.3333 FeF3 + 0.3333 ScF3,-0.0754
4.2,Li3ScCl6,0.0000,Li3ScCl6 -> ScCl3 + 3 LiCl,-0.0232
4.2,Li3ScCl6,0.5000,0.5 Fe2(ClF)3 + 0.5 Li3ScCl6 -> Li + FeCl4 + 0.5 ScF3 + 0.5 LiCl,-0.1105
4.2,Li3ScCl6,0.5455,0.5455 Fe2(ClF)3 + 0.4545 Li3ScCl6 -> 1.091 Li + 1.091 FeCl4 + 0.4545 ScF3 + 0.2727 LiF,-0.1093
4.2,Li3ScCl6,0.5714,0.5714 Fe2(ClF)3 + 0.4286 Li3ScCl6 -> 1.071 Li + 0.07143 Li3FeF6 + 1.071 FeCl4 + 0.4286 ScF3,-0.1065
4.2,Li3ScCl6,0.6667,0.6667 Fe2(ClF)3 + 0.3333 Li3ScCl6 -> Li + 0.3333 FeF3 + FeCl4 + 0.3333 ScF3,-0.0831
1.0,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 2.5 Li -> 0.375 ScCl3 + 0.625 Zr + 4.875 LiCl,-0.1569
1.0,Li2.375Sc0.375Zr0.625Cl6,0.0943,0.9057 Li2.375Zr0.625Sc0.375Cl6 + 0.09434 Fe2(ClF)3 + 2.83 Li -> 0.1887 Zr3Fe + 0.2453 ScCl3 + 4.981 LiCl + 0.09434 ScF3,-0.3022
1.0,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 3.455 Li -> 0.07273 Zr3Fe + 0.2364 ZrFe2 + 5.182 LiCl + 0.2727 ScF3,-0.5656
1.0,Li2.375Sc0.375Zr0.625Cl6,0.3846,0.6154 Li2.375Zr0.625Sc0.375Cl6 + 0.3846 Fe2(ClF)3 + 3.846 Li -> 0.4615 LiF + 0.3846 ZrFe2 + 4.846 LiCl + 0.2308 ScF3,-0.7097
1.0,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-1.3255
1.1,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.875 Li -> 0.375 ScCl3 + 0.625 ZrCl + 4.25 LiCl,-0.1217
1.1,Li2.375Sc0.375Zr0.625Cl6,0.0943,0.9057 Li2.375Zr0.625Sc0.375Cl6 + 0.09434 Fe2(ClF)3 + 2.83 Li -> 0.2453 ScCl3 + 0.1887 Zr3Fe + 4.981 LiCl + 0.09434 ScF3,-0.2623
1.1,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 3.455 Li -> 0.07273 Zr3Fe + 0.2364 ZrFe2 + 5.182 LiCl + 0.2727 ScF3,-0.5181
1.1,Li2.375Sc0.375Zr0.625Cl6,0.3846,0.6154 Li2.375Zr0.625Sc0.375Cl6 + 0.3846 Fe2(ClF)3 + 3.846 Li -> 0.3846 ZrFe2 + 0.4615 LiF + 4.846 LiCl + 0.2308 ScF3,-0.6576
1.1,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-1.2505
1.2,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.875 Li -> 0.375 ScCl3 + 0.625 ZrCl + 4.25 LiCl,-0.0949
1.2,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 3.273 Li -> 0.2727 ZrFe2 + 0.1818 ZrCl + 5 LiCl + 0.2727 ScF3,-0.4731
1.2,Li2.375Sc0.375Zr0.625Cl6,0.3846,0.6154 Li2.375Zr0.625Sc0.375Cl6 + 0.3846 Fe2(ClF)3 + 3.846 Li -> 0.3846 ZrFe2 + 0.4615 LiF + 4.846 LiCl + 0.2308 ScF3,-0.6055
1.2,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-1.1755
1.3,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.25 Li -> 0.625 ZrCl2 + 0.375 ScCl3 + 3.625 LiCl,-0.0688
1.3,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.1417
1.3,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.992 Li -> 0.03306 Zr6FeCl14 + 0.2562 ZrFe2 + 4.719 LiCl + 0.2727 ScF3,-0.4301
1.3,Li2.375Sc0.375Zr0.625Cl6,0.3577,0.6423 Li2.375Zr0.625Sc0.375Cl6 + 0.3577 Fe2(ClF)3 + 3.577 Li -> 0.0438 Li4ZrF8 + 0.3577 ZrFe2 + 4.927 LiCl + 0.2409 ScF3,-0.5246
1.3,Li2.375Sc0.375Zr0.625Cl6,0.3846,0.6154 Li2.375Zr0.625Sc0.375Cl6 + 0.3846 Fe2(ClF)3 + 3.846 Li -> 0.4615 LiF + 0.3846 ZrFe2 + 4.846 LiCl + 0.2308 ScF3,-0.5534
1.3,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-1.1005
1.4,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.25 Li -> 0.625 ZrCl2 + 0.375 ScCl3 + 3.625 LiCl,-0.0509
1.4,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.1235
1.4,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.992 Li -> 0.03306 Zr6FeCl14 + 0.2562 ZrFe2 + 4.719 LiCl + 0.2727 ScF3,-0.389
1.4,Li2.375Sc0.375Zr0.625Cl6,0.3514,0.6486 Li2.375Zr0.625Sc0.375Cl6 + 0.3514 Fe2(ClF)3 + 3.514 Li -> 0.05405 Li2ZrF6 + 0.3514 ZrFe2 + 4.946 LiCl + 0.2432 ScF3,-0.4698
1.4,Li2.375Sc0.375Zr0.625Cl6,0.3577,0.6423 Li2.375Zr0.625Sc0.375Cl6 + 0.3577 Fe2(ClF)3 + 3.577 Li -> 0.0438 Li4ZrF8 + 0.3577 ZrFe2 + 4.927 LiCl + 0.2409 ScF3,-0.476
1.4,Li2.375Sc0.375Zr0.625Cl6,0.3846,0.6154 Li2.375Zr0.625Sc0.375Cl6 + 0.3846 Fe2(ClF)3 + 3.846 Li -> 0.4615 LiF + 0.3846 ZrFe2 + 4.846 LiCl + 0.2308 ScF3,-0.5013
1.4,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-1.0255
1.5,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.25 Li -> 0.625 ZrCl2 + 0.375 ScCl3 + 3.625 LiCl,-0.0331
1.5,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.1052
