Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
2.9,Li3YCl6,1.0000,FeF3 + Li -> LiF + FeF2,-0.1634
3.0,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.0,Li3YCl6,0.8000,0.8 FeF3 + 0.2 Li3YCl6 + 0.8 Li -> 0.2 LiYF4 + 1.2 LiCl + 0.8 FeF2,-0.1293
3.0,Li3YCl6,1.0000,FeF3 + Li -> LiF + FeF2,-0.1384
3.1,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.1,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.1,Li3YCl6,1.0000,FeF3 + Li -> LiF + FeF2,-0.1134
3.2,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.2,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.2,Li3YCl6,1.0000,FeF3 + Li -> LiF + FeF2,-0.0884
3.3,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.3,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.3,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.3,Li3YCl6,1.0000,FeF3 + 0.75 Li -> 0.25 Li3FeF6 + 0.75 FeF2,-0.0665
3.4,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.4,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.4,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.4,Li3YCl6,1.0000,FeF3 + 0.75 Li -> 0.25 Li3FeF6 + 0.75 FeF2,-0.0477
3.5,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.5,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.5,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.5,Li3YCl6,1.0000,FeF3 + 0.75 Li -> 0.25 Li3FeF6 + 0.75 FeF2,-0.029
3.6,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.6,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.6,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.6,Li3YCl6,1.0000,FeF3 + 0.5 Li -> 0.5 LiFe2F6,-0.0109
3.7,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.7,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.7,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.8,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.8,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.8,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 LiFeCl4 + 0.0625 Li3FeF6 + 0.375 LiYF4,-0.1112
3.9,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
3.9,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
3.9,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.0625 Li3FeF6 + 0.5625 LiFeCl4 + 0.375 LiYF4,-0.1112
4.0,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
4.0,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
4.0,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.0625 Li3FeF6 + 0.5625 LiFeCl4 + 0.375 LiYF4,-0.1112
4.1,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 LiFeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1128
4.1,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 LiFeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1131
4.1,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.0625 Li3FeF6 + 0.5625 LiFeCl4 + 0.375 LiYF4,-0.1112
4.2,Li3YCl6,0.5714,0.5714 FeF3 + 0.4286 Li3YCl6 -> 0.5714 Li + 0.5714 FeCl4 + 0.4286 LiYF4 + 0.2857 LiCl,-0.1192
4.2,Li3YCl6,0.6000,0.6 FeF3 + 0.4 Li3YCl6 -> 0.6 Li + 0.6 FeCl4 + 0.4 LiYF4 + 0.2 LiF,-0.1199
4.2,Li3YCl6,0.6250,0.625 FeF3 + 0.375 Li3YCl6 -> 0.5625 Li + 0.0625 Li3FeF6 + 0.5625 FeCl4 + 0.375 LiYF4,-0.1178
1.0,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 2.4 Li -> 0.4 YCl3 + 0.6 Zr + 4.8 LiCl,-0.1506
1.0,Li2.4Y0.4Zr0.6Cl6,0.1667,0.1667 FeF3 + 0.8333 Li2.4Y0.4Zr0.6Cl6 + 2.5 Li -> 0.1667 Zr3Fe + 0.2083 YCl3 + 0.125 LiYF4 + 4.375 LiCl,-0.3005
1.0,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.609 Li -> 0.08696 Zr3Fe + 0.2609 LiYF4 + 3.913 LiCl + 0.1304 ZrFe2,-0.4912
1.0,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 FeF3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 + 2.727 Li -> 0.1818 LiYF4 + 0.9091 LiF + 2.727 LiCl + 0.2727 ZrFe2,-0.7112
1.0,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> Fe + 3 LiF,-1.3603
1.1,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.8 Li -> 0.6 ZrCl + 0.4 YCl3 + 4.2 LiCl,-0.1168
1.1,Li2.4Y0.4Zr0.6Cl6,0.1667,0.1667 FeF3 + 0.8333 Li2.4Y0.4Zr0.6Cl6 + 2.5 Li -> 0.1667 Zr3Fe + 0.2083 YCl3 + 0.125 LiYF4 + 4.375 LiCl,-0.262
1.1,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.609 Li -> 0.08696 Zr3Fe + 0.2609 LiYF4 + 3.913 LiCl + 0.1304 ZrFe2,-0.4474
1.1,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 FeF3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 + 2.727 Li -> 0.1818 LiYF4 + 0.9091 LiF + 2.727 LiCl + 0.2727 ZrFe2,-0.6603
1.1,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> Fe + 3 LiF,-1.2853
1.2,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.8 Li -> 0.4 YCl3 + 0.6 ZrCl + 4.2 LiCl,-0.0911
1.2,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.391 Li -> 0.2609 LiYF4 + 0.2174 ZrCl + 3.696 LiCl + 0.1739 ZrFe2,-0.4072
1.2,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 FeF3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 + 2.727 Li -> 0.1818 LiYF4 + 0.9091 LiF + 2.727 LiCl + 0.2727 ZrFe2,-0.6095
1.2,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> Fe + 3 LiF,-1.2103
1.3,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.2 Li -> 0.6 ZrCl2 + 0.4 YCl3 + 3.6 LiCl,-0.066
1.3,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.09091 Zr6FeCl14 + 0.06818 LiYF4 + 0.2955 YCl3 + 3.295 LiCl,-0.1412
1.3,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.055 Li -> 0.03953 Zr6FeCl14 + 0.2609 LiYF4 + 0.1542 ZrFe2 + 3.36 LiCl,-0.37
1.3,Li2.4Y0.4Zr0.6Cl6,0.4776,0.4776 FeF3 + 0.5224 Li2.4Y0.4Zr0.6Cl6 + 2.388 Li -> 0.209 LiYF4 + 0.2388 ZrFe2 + 0.07463 Li4ZrF8 + 3.134 LiCl,-0.4905
1.3,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 FeF3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 + 2.727 Li -> 0.1818 LiYF4 + 0.2727 ZrFe2 + 0.9091 LiF + 2.727 LiCl,-0.5586
1.3,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-1.1353
1.4,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.2 Li -> 0.6 ZrCl2 + 0.4 YCl3 + 3.6 LiCl,-0.0489
1.4,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.09091 Zr6FeCl14 + 0.06818 LiYF4 + 0.2955 YCl3 + 3.295 LiCl,-0.1236
1.4,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.055 Li -> 0.03953 Zr6FeCl14 + 0.2609 LiYF4 + 0.1542 ZrFe2 + 3.36 LiCl,-0.3355
1.4,Li2.4Y0.4Zr0.6Cl6,0.4643,0.4643 FeF3 + 0.5357 Li2.4Y0.4Zr0.6Cl6 + 2.321 Li -> 0.08929 Li2ZrF6 + 0.2143 LiYF4 + 0.2321 ZrFe2 + 3.214 LiCl,-0.4358
1.4,Li2.4Y0.4Zr0.6Cl6,0.4776,0.4776 FeF3 + 0.5224 Li2.4Y0.4Zr0.6Cl6 + 2.388 Li -> 0.209 LiYF4 + 0.2388 ZrFe2 + 0.07463 Li4ZrF8 + 3.134 LiCl,-0.4476
1.4,Li2.4Y0.4Zr0.6Cl6,0.5455,0.5455 FeF3 + 0.4545 Li2.4Y0.4Zr0.6Cl6 + 2.727 Li -> 0.1818 LiYF4 + 0.2727 ZrFe2 + 0.9091 LiF + 2.727 LiCl,-0.5078
1.4,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-1.0603
1.5,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.2 Li -> 0.6 ZrCl2 + 0.4 YCl3 + 3.6 LiCl,-0.0317
1.5,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.09091 Zr6FeCl14 + 0.06818 LiYF4 + 0.2955 YCl3 + 3.295 LiCl,-0.106
1.5,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 2.055 Li -> 0.03953 Zr6FeCl14 + 0.2609 LiYF4 + 0.1542 ZrFe2 + 3.36 LiCl,-0.301
1.5,Li2.4Y0.4Zr0.6Cl6,0.4643,0.4643 FeF3 + 0.5357 Li2.4Y0.4Zr0.6Cl6 + 2.321 Li -> 0.08929 Li2ZrF6 + 0.2143 LiYF4 + 0.2321 ZrFe2 + 3.214 LiCl,-0.3944
1.5,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 FeF3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 + 1.902 Li -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.6341 Fe + 2.195 LiCl,-0.5506
1.5,Li2.4Y0.4Zr0.6Cl6,0.6809,0.6809 FeF3 + 0.3191 Li2.4Y0.4Zr0.6Cl6 + 2.043 Li -> 0.1277 LiYF4 + 0.1915 Li4ZrF8 + 0.6809 Fe + 1.915 LiCl,-0.5966
1.5,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-0.9853
1.6,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 1.2 Li -> 0.6 ZrCl2 + 0.4 YCl3 + 3.6 LiCl,-0.0146
1.6,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.06818 LiYF4 + 0.09091 Zr6FeCl14 + 0.2955 YCl3 + 3.295 LiCl,-0.0885
1.6,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 1.696 Li -> 0.2609 LiYF4 + 0.06522 Zr6FeCl14 + 0.2826 Fe + 3 LiCl,-0.2714
1.6,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 FeF3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 + 1.902 Li -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.6341 Fe + 2.195 LiCl,-0.5133
1.6,Li2.4Y0.4Zr0.6Cl6,0.6809,0.6809 FeF3 + 0.3191 Li2.4Y0.4Zr0.6Cl6 + 2.043 Li -> 0.1277 LiYF4 + 0.1915 Li4ZrF8 + 0.6809 Fe + 1.915 LiCl,-0.5554
1.6,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-0.9103
1.7,Li2.4Y0.4Zr0.6Cl6,0.0000,Li2.4Y0.4Zr0.6Cl6 + 0.6 Li -> 0.6 ZrCl3 + 0.4 YCl3 + 3 LiCl,-0.0043
1.7,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.06818 LiYF4 + 0.09091 Zr6FeCl14 + 0.2955 YCl3 + 3.295 LiCl,-0.0709
1.7,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 1.696 Li -> 0.2609 LiYF4 + 0.06522 Zr6FeCl14 + 0.2826 Fe + 3 LiCl,-0.2429
1.7,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 FeF3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 + 1.902 Li -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.6341 Fe + 2.195 LiCl,-0.476
1.7,Li2.4Y0.4Zr0.6Cl6,0.6809,0.6809 FeF3 + 0.3191 Li2.4Y0.4Zr0.6Cl6 + 2.043 Li -> 0.1915 Li4ZrF8 + 0.1277 LiYF4 + 0.6809 Fe + 1.915 LiCl,-0.5142
1.7,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-0.8353
1.8,Li2.4Y0.4Zr0.6Cl6,0.0909,0.09091 FeF3 + 0.9091 Li2.4Y0.4Zr0.6Cl6 + 1.182 Li -> 0.06818 LiYF4 + 0.09091 Zr6FeCl14 + 0.2955 YCl3 + 3.295 LiCl,-0.0533
1.8,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 1.696 Li -> 0.2609 LiYF4 + 0.06522 Zr6FeCl14 + 0.2826 Fe + 3 LiCl,-0.2145
1.8,Li2.4Y0.4Zr0.6Cl6,0.4828,0.4828 FeF3 + 0.5172 Li2.4Y0.4Zr0.6Cl6 + 1.621 Li -> 0.2069 YZrF7 + 0.01724 Zr6FeCl14 + 0.4655 Fe + 2.862 LiCl,-0.3117
1.8,Li2.4Y0.4Zr0.6Cl6,0.5714,0.5714 FeF3 + 0.4286 Li2.4Y0.4Zr0.6Cl6 + 1.714 Li -> 0.1714 YZrF7 + 0.08571 Li2ZrF6 + 0.5714 Fe + 2.571 LiCl,-0.3835
1.8,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 FeF3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 + 1.902 Li -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.6341 Fe + 2.195 LiCl,-0.4386
1.8,Li2.4Y0.4Zr0.6Cl6,0.6809,0.6809 FeF3 + 0.3191 Li2.4Y0.4Zr0.6Cl6 + 2.043 Li -> 0.1915 Li4ZrF8 + 0.1277 LiYF4 + 0.6809 Fe + 1.915 LiCl,-0.473
1.8,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-0.7603
1.9,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 1.043 Li -> 0.3913 ZrCl4 + 0.2609 LiYF4 + 0.3478 Fe + 2.348 LiCl,-0.1933
1.9,Li2.4Y0.4Zr0.6Cl6,0.4828,0.4828 FeF3 + 0.5172 Li2.4Y0.4Zr0.6Cl6 + 1.448 Li -> 0.2069 YZrF7 + 0.1034 ZrCl4 + 0.4828 Fe + 2.69 LiCl,-0.2846
1.9,Li2.4Y0.4Zr0.6Cl6,0.5714,0.5714 FeF3 + 0.4286 Li2.4Y0.4Zr0.6Cl6 + 1.714 Li -> 0.1714 YZrF7 + 0.08571 Li2ZrF6 + 0.5714 Fe + 2.571 LiCl,-0.3511
1.9,Li2.4Y0.4Zr0.6Cl6,0.6341,0.6341 FeF3 + 0.3659 Li2.4Y0.4Zr0.6Cl6 + 1.902 Li -> 0.2195 Li2ZrF6 + 0.1463 LiYF4 + 0.6341 Fe + 2.195 LiCl,-0.4013
1.9,Li2.4Y0.4Zr0.6Cl6,0.6809,0.6809 FeF3 + 0.3191 Li2.4Y0.4Zr0.6Cl6 + 2.043 Li -> 0.1915 Li4ZrF8 + 0.1277 LiYF4 + 0.6809 Fe + 1.915 LiCl,-0.4318
1.9,Li2.4Y0.4Zr0.6Cl6,1.0000,FeF3 + 3 Li -> 3 LiF + Fe,-0.6853
2.0,Li2.4Y0.4Zr0.6Cl6,0.3478,0.3478 FeF3 + 0.6522 Li2.4Y0.4Zr0.6Cl6 + 1.043 Li -> 0.3913 ZrCl4 + 0.2609 LiYF4 + 0.3478 Fe + 2.348 LiCl,-0.1758
2.0,Li2.4Y0.4Zr0.6Cl6,0.4828,0.4828 FeF3 + 0.5172 Li2.4Y0.4Zr0.6Cl6 + 1.448 Li -> 0.2069 YZrF7 + 0.1034 ZrCl4 + 0.4828 Fe + 2.69 LiCl,-0.2585
